"Player.x","Pos1","Tm","Season","Conference","Role","Play","Age","MP","X3P.","X2P.","FT.","ORB","DRB","AST","STL","BLK","TOV","PF","Salary"
"Aaron Brooks","PG","IND","2016-17","Est","Back","No",32,13.8,0.375,0.424,0.8,0.3,0.8,1.9,0.4,0.1,1,1.4,2700000
"Aaron Gordon","SF","ORL","2016-17","Est","Front","No",21,28.7,0.288,0.528,0.719,1.5,3.6,1.9,0.8,0.5,1.1,2.2,4351320
"Adreian Payne","PF","MIN","2016-17","West","Front","No",25,7.5,0.2,0.513,0.737,0.5,1.3,0.4,0.4,0.4,0.4,1.8,2022240
"Al-Farouq Aminu","PF","POR","2016-17","West","Front","No",26,29.1,0.33,0.445,0.706,1.3,6.1,1.6,1,0.7,1.5,1.7,7680965
"Al Horford","C","BOS","2016-17","Est","Front","No",30,32.3,0.355,0.524,0.8,1.4,5.4,5,0.8,1.3,1.7,2,26540100
"Al Jefferson","C","IND","2016-17","Est","Front","No",32,14.1,0,0.5,0.765,1.1,3.1,0.9,0.3,0.2,0.5,1.9,10230179
"Alan Anderson","SF","LAC","2016-17","West","Front","No",34,10.3,0.318,0.444,0.75,0.1,0.7,0.4,0.1,0,0.2,1.2,1315448
"Alan Williams","C","PHO","2016-17","West","Front","No",24,15.1,0,0.519,0.625,2,4.2,0.5,0.6,0.7,0.8,2.7,874636
"Alec Burks","SG","UTA","2016-17","West","Back","No",25,15.5,0.329,0.43,0.769,0.4,2.5,0.7,0.4,0.1,0.8,1.2,9904495
"Álex Abrines","SG","OKC","2016-17","West","Back","No",23,15.5,0.381,0.426,0.898,0.3,1,0.6,0.5,0.1,0.5,1.7,5994764
"Alex Len","C","PHO","2016-17","West","Front","No",23,20.3,0.25,0.503,0.721,2,4.6,0.6,0.5,1.3,1.3,3.1,4823621
"Alexis Ajinça","C","NOP","2016-17","West","Front","No",28,15,0,0.511,0.725,1.2,3.4,0.3,0.5,0.6,0.8,2,4863206
"Allen Crabbe","SG","POR","2016-17","West","Back","No",24,28.5,0.444,0.49,0.847,0.2,2.6,1.2,0.7,0.3,0.8,2.2,18500000
"Alonzo Gee","SF","DEN","2016-17","West","Front","No",29,6.8,0,0.273,0.556,0.3,0.8,0.5,0.4,0.1,0.3,1.1,2255408
"Amir Johnson","PF","BOS","2016-17","Est","Front","No",29,20.1,0.409,0.612,0.67,1.5,3.1,1.8,0.6,0.8,1,2.6,12000000
"Andre Drummond","C","DET","2016-17","Est","Front","No",23,29.7,0.286,0.532,0.386,4.3,9.5,1.1,1.5,1.1,1.9,2.9,22116750
"Andre Iguodala","SF","GSW","2016-17","West","Back","No",33,26.3,0.362,0.651,0.706,0.7,3.3,3.4,1,0.5,0.8,1.3,11131368
"Andre Roberson","SF","OKC","2016-17","West","Front","No",25,30.1,0.245,0.609,0.423,1.2,3.9,1,1.2,1,0.6,2.6,2183072
"Andrew Bogut","C","CLE","2016-17","West","Front","No",32,21.6,0,0.475,0.273,2.1,6,1.8,0.5,0.9,1.6,3.2,11410378
"Andrew Harrison","PG","MEM","2016-17","West","Back","No",22,20.5,0.276,0.363,0.763,0.3,1.6,2.8,0.7,0.3,1.2,2.7,945000
"Andrew Nicholson","PF","BRK","2016-17","Est","Front","No",27,9,0.185,0.452,0.643,0.4,1.2,0.3,0.4,0.2,0.4,1.4,6088993
"Andrew Wiggins","SF","MIN","2016-17","West","Front","No",21,37.2,0.356,0.473,0.76,1.2,2.8,2.3,1,0.4,2.3,2.2,6006600
"Anthony Davis","C","NOP","2016-17","West","Front","Yes",23,36.1,0.299,0.524,0.802,2.3,9.5,2.1,1.3,2.2,2.4,2.2,22116750
"Anthony Morrow","SG","CHI","2016-17","West","Back","No",31,14.6,0.308,0.479,0.919,0.2,0.4,0.5,0.5,0,0.1,0.9,3488000
"Anthony Tolliver","PF","SAC","2016-17","West","Front","No",31,22.7,0.391,0.537,0.744,0.8,2.9,1.2,0.5,0.3,0.9,1.7,8000000
"Arron Afflalo","SG","SAC","2016-17","West","Back","No",31,25.9,0.411,0.457,0.892,0.1,1.9,1.3,0.3,0.1,0.7,1.7,12500000
"Austin Rivers","SG","LAC","2016-17","West","Back","No",24,27.8,0.371,0.491,0.691,0.3,1.9,2.8,0.6,0.1,1.6,2.5,11000000
"Avery Bradley","SG","BOS","2016-17","Est","Back","No",26,33.4,0.39,0.504,0.731,1.2,4.9,2.2,1.2,0.2,1.6,2.6,8269663
"Ben McLemore","SG","SAC","2016-17","West","Back","No",23,19.3,0.382,0.462,0.753,0.3,1.8,0.8,0.5,0.1,1,1.8,4008882
"Beno Udrih","PG","DET","2016-17","Est","Back","No",34,14.4,0.344,0.491,0.941,0.2,1.3,3.4,0.3,0,0.9,0.7,980431
"Blake Griffin","PF","LAC","2016-17","West","Front","No",27,34,0.336,0.514,0.76,1.8,6.3,4.9,0.9,0.4,2.3,2.6,20093064
"Bobby Portis","PF","CHI","2016-17","Est","Front","No",21,15.6,0.333,0.541,0.661,1.2,3.5,0.5,0.3,0.2,0.6,1.5,1404600
"Bojan Bogdanovic","SF","WAS","2016-17","Est","Back","No",27,25.7,0.367,0.512,0.893,0.5,3,1.4,0.4,0.1,1.6,1.8,3573020
"Boris Diaw","PF","UTA","2016-17","West","Front","No",34,17.6,0.247,0.512,0.743,0.6,1.5,2.3,0.2,0.1,1.2,1.1,7000000
"Bradley Beal","SG","WAS","2016-17","Est","Back","No",23,34.9,0.404,0.538,0.825,0.7,2.4,3.5,1.1,0.3,2,2.2,22116750
"Brandan Wright","PF","MEM","2016-17","West","Front","No",29,16,0,0.619,0.657,1.1,1.7,0.5,0.4,0.7,0.4,1.5,5709880
"Brandon Bass","PF","LAC","2016-17","West","Front","No",31,11.1,0.333,0.579,0.875,0.8,1.7,0.4,0.3,0.2,0.6,0.9,1551659
"Brandon Ingram","SF","LAL","2016-17","West","Front","No",19,28.8,0.294,0.443,0.621,0.8,3.2,2.1,0.6,0.5,1.5,2,5281680
"Brandon Jennings","PG","WAS","2016-17","Est","Back","No",27,22.2,0.313,0.399,0.75,0.4,2.1,4.9,0.9,0,1.6,1.4,5587318
"Brandon Knight","SG","PHO","2016-17","West","Back","No",25,21.1,0.324,0.425,0.857,0.5,1.7,2.4,0.5,0.1,1.6,1.6,12606250
"Brandon Rush","SG","MIN","2016-17","West","Back","No",31,21.9,0.386,0.356,0.722,0.3,1.8,1,0.5,0.5,0.6,0.9,3500000
"Brian Roberts","PG","CHO","2016-17","Est","Back","No",31,10.1,0.386,0.372,0.846,0.1,0.8,1.3,0.2,0,0.6,0.4,1050961
"Brook Lopez","C","BRK","2016-17","Est","Front","No",28,29.6,0.346,0.536,0.81,1.6,3.8,2.3,0.5,1.7,2.5,2.6,21165675
"Buddy Hield","SG","SAC","2016-17","West","Back","No",24,23,0.391,0.461,0.842,0.4,2.9,1.5,0.5,0.1,1.2,1.4,3517200
"Cameron Payne","PG","CHI","2016-17","West","Back","No",22,14.9,0.314,0.346,0.625,0.1,1.5,1.8,0.5,0.1,0.9,1.7,2112480
"Caris LeVert","SF","BRK","2016-17","Est","Back","No",22,21.7,0.321,0.571,0.72,0.4,2.9,1.9,0.9,0.1,1,1.6,1562280
"Carmelo Anthony","SF","NYK","2016-17","Est","Front","Yes",32,34.3,0.359,0.466,0.833,0.8,5.1,2.9,0.8,0.5,2.1,2.7,24559380
"Chandler Parsons","SF","MEM","2016-17","West","Front","No",28,19.9,0.269,0.388,0.814,0.2,2.3,1.6,0.6,0.1,0.7,1.5,22116750
"Channing Frye","C","CLE","2016-17","Est","Front","No",33,18.9,0.409,0.546,0.851,0.5,3.4,0.6,0.4,0.5,0.7,1.9,7806971
"Chris Andersen","C","CLE","2016-17","Est","Front","No",38,9.5,0,0.474,0.714,0.8,1.8,0.4,0.4,0.6,0.4,1.7,1551659
"Chris McCullough","PF","WAS","2016-17","Est","Front","No",21,5,0.143,0.6,0.6,0.6,0.6,0.1,0.1,0.1,0.2,0.4,1191480
"Chris Paul","PG","LAC","2016-17","West","Back","No",31,31.5,0.411,0.518,0.892,0.7,4.3,9.2,2,0.1,2.4,2.4,22868827
"Christian Wood","PF","CHO","2016-17","Est","Front","No",21,8.2,0,0.667,0.733,1.1,1.2,0.2,0.2,0.5,0.5,0.8,874636
"CJ McCollum","SG","POR","2016-17","West","Back","No",25,35,0.421,0.506,0.912,0.8,2.9,3.6,0.9,0.5,2.2,2.5,3219579
"Cody Zeller","C","CHO","2016-17","Est","Front","No",24,27.8,0,0.572,0.679,2.2,4.4,1.6,1,0.9,1,3,5318313
"Corey Brewer","SF","LAL","2016-17","West","Front","No",30,15.6,0.229,0.522,0.735,0.4,1.6,1.2,0.7,0.2,0.7,1.6,7612172
"Cory Joseph","PG","TOR","2016-17","Est","Back","No",25,25,0.356,0.477,0.77,0.6,2.3,3.3,0.8,0.2,1.4,1.8,7315000
"Courtney Lee","SG","NYK","2016-17","Est","Back","No",31,31.9,0.401,0.49,0.867,0.7,2.7,2.3,1.1,0.3,0.9,1.8,11242000
"D'Angelo Russell","PG","LAL","2016-17","West","Back","No",20,28.7,0.352,0.447,0.782,0.5,3,4.8,1.4,0.3,2.8,2.1,5332800
"Damian Lillard","PG","POR","2016-17","West","Back","No",26,35.9,0.37,0.492,0.895,0.6,4.3,5.9,0.9,0.3,2.6,2,24328425
"Danilo Gallinari","SF","DEN","2016-17","West","Front","No",28,33.9,0.389,0.491,0.902,0.6,4.5,2.1,0.6,0.2,1.3,1.5,15050000
"Danny Green","SG","SAS","2016-17","West","Back","No",29,26.6,0.379,0.42,0.844,0.5,2.8,1.8,1,0.8,1.1,1.8,10000000
"Dante Cunningham","PF","NOP","2016-17","West","Front","No",29,25,0.392,0.579,0.593,0.8,3.3,0.6,0.6,0.4,0.4,1.5,3000000
"Dante Exum","PG","UTA","2016-17","West","Back","No",21,18.6,0.295,0.519,0.795,0.5,1.5,1.7,0.3,0.2,1.2,2.2,3940320
"Dario Šaric","PF","PHI","2016-17","Est","Front","No",22,26.3,0.311,0.469,0.782,1.4,5,2.2,0.7,0.4,2.3,2,2318280
"Darrell Arthur","PF","DEN","2016-17","West","Front","No",28,15.6,0.453,0.429,0.864,0.6,2.1,1,0.5,0.5,0.9,1.9,8070175
"Darren Collison","PG","SAC","2016-17","West","Back","No",29,30.3,0.417,0.495,0.86,0.3,1.9,4.6,1,0.1,1.7,1.8,5229454
"Darrun Hilliard","SG","DET","2016-17","Est","Back","No",23,9.8,0.261,0.438,0.75,0.1,0.8,0.8,0.3,0.1,0.7,1,874636
"David West","C","GSW","2016-17","West","Front","No",36,12.6,0.375,0.541,0.768,0.7,2.3,2.2,0.6,0.7,1.1,1.5,1551659
"Davis Bertans","PF","SAS","2016-17","West","Front","No",24,12.1,0.399,0.557,0.824,0.3,1.1,0.7,0.3,0.4,0.5,1.1,543471
"DeAndre Jordan","C","LAC","2016-17","West","Front","Yes",28,31.7,0,0.717,0.482,3.7,10.1,1.2,0.6,1.7,1.4,2.6,21165675
"DeAndre Liggins","SG","DAL","2016-17","Est","Back","No",28,12.5,0.37,0.396,0.625,0.3,1.4,0.9,0.8,0.2,0.7,1.3,1015695
"Dejounte Murray","PG","SAS","2016-17","West","Back","No",20,8.5,0.391,0.441,0.7,0.2,0.9,1.3,0.2,0.2,1,0.8,1180080
"Delon Wright","PG","TOR","2016-17","Est","Back","No",24,16.5,0.333,0.453,0.764,0.6,1.2,2.1,1,0.4,0.9,1.1,1577280
"DeMar DeRozan","SG","TOR","2016-17","Est","Back","Yes",27,35.4,0.266,0.484,0.842,0.9,4.3,3.9,1.1,0.2,2.4,1.8,26540100
"DeMarcus Cousins","C","NOP","2016-17","West","Front","Yes",26,34.2,0.361,0.483,0.772,2.1,8.9,4.6,1.4,1.3,3.7,3.9,15756438
"DeMarre Carroll","SF","TOR","2016-17","Est","Front","No",30,26.1,0.341,0.483,0.761,0.9,2.9,1,1.1,0.4,0.8,2,14200000
"Dennis Schröder","PG","ATL","2016-17","Est","Back","No",23,31.5,0.34,0.487,0.855,0.5,2.6,6.3,0.9,0.2,3.3,1.9,2708582
"Denzel Valentine","SG","CHI","2016-17","Est","Back","No",23,17.1,0.351,0.363,0.778,0.2,2.5,1.1,0.5,0.1,0.9,1.5,2092200
"Deron Williams","PG","CLE","2016-17","West","Back","No",32,25.9,0.363,0.486,0.826,0.2,2.1,5.6,0.5,0.1,2.2,2.2,14885520
"Derrick Favors","PF","UTA","2016-17","West","Front","No",25,23.7,0.3,0.491,0.615,1.8,4.3,1.1,0.9,0.8,1.2,2.1,11050000
"Derrick Jones","SF","PHO","2016-17","West","Front","No",19,17,0.273,0.591,0.707,1.2,1.3,0.4,0.4,0.4,0.4,2,543471
"Derrick Rose","PG","NYK","2016-17","Est","Back","No",28,32.5,0.217,0.487,0.874,1,2.8,4.4,0.7,0.3,2.3,1.3,21323252
"Derrick Williams","PF","CLE","2016-17","Est","Front","No",25,16.1,0.309,0.531,0.652,0.4,2.2,0.6,0.3,0.1,0.6,1.2,5020145
"Devin Booker","SG","PHO","2016-17","West","Back","No",20,35,0.363,0.447,0.832,0.6,2.6,3.4,0.9,0.3,3.1,3.1,2223600
"Devin Harris","PG","DAL","2016-17","West","Back","No",33,16.7,0.328,0.476,0.829,0.2,1.8,2.1,0.7,0.1,0.9,1.6,4227996
"Dion Waiters","SG","MIA","2016-17","Est","Back","No",25,30.1,0.395,0.438,0.646,0.4,2.9,4.3,0.9,0.4,2.2,2.1,2898000
"Dirk Nowitzki","PF","DAL","2016-17","West","Front","No",38,26.4,0.378,0.463,0.875,0.4,6.1,1.5,0.6,0.7,0.9,2.1,25000000
"Domantas Sabonis","PF","OKC","2016-17","West","Front","No",20,20.1,0.321,0.438,0.657,0.6,3,1,0.5,0.4,1,2.5,2440200
"Donatas Motiejunas","PF","NOP","2016-17","West","Front","No",26,14.1,0.234,0.505,0.51,0.8,2.2,0.9,0.5,0.3,0.9,1.6,607491
"Dorian Finney-Smith","PF","DAL","2016-17","West","Front","No",23,20.3,0.293,0.479,0.754,0.7,2.1,0.8,0.6,0.3,0.6,1.5,543471
"Doug McDermott","SF","OKC","2016-17","Est","Front","No",25,22.8,0.37,0.502,0.845,0.3,2.4,0.9,0.2,0.1,0.6,1.2,2483040
"Dragan Bender","PF","PHO","2016-17","West","Front","No",19,13.3,0.277,0.483,0.364,0.5,1.9,0.5,0.2,0.5,0.7,1.7,4276320
"Draymond Green","PF","GSW","2016-17","West","Front","Yes",26,32.5,0.308,0.494,0.709,1.3,6.6,7,2,1.4,2.4,2.9,15330435
"Dwight Howard","C","ATL","2016-17","Est","Front","No",31,29.7,0,0.635,0.533,4,8.7,1.4,0.9,1.2,2.3,2.7,23500000
"Dwight Powell","C","DAL","2016-17","West","Front","No",25,17.3,0.284,0.571,0.759,1.2,2.8,0.6,0.8,0.5,0.4,1.8,8375000
"Dwyane Wade","SG","CHI","2016-17","Est","Back","No",35,29.9,0.31,0.456,0.794,1.1,3.5,3.8,1.4,0.7,2.3,1.9,23200000
"E'Twaun Moore","SG","NOP","2016-17","West","Back","No",27,24.9,0.37,0.501,0.77,0.5,1.6,2.2,0.7,0.4,0.8,1.8,8801363
"Elfrid Payton","PG","ORL","2016-17","Est","Back","No",22,29.4,0.274,0.509,0.692,1.1,3.6,6.5,1.1,0.5,2.2,2.2,2613600
"Emmanuel Mudiay","PG","DEN","2016-17","West","Back","No",20,25.6,0.315,0.408,0.784,0.5,2.7,3.9,0.7,0.2,2.2,1.7,3241800
"Enes Kanter","C","OKC","2016-17","West","Front","No",24,21.3,0.132,0.568,0.786,2.7,4,0.9,0.4,0.5,1.7,2.1,17145838
"Eric Bledsoe","PG","PHO","2016-17","West","Back","No",27,33,0.335,0.477,0.847,0.8,4.1,6.3,1.4,0.5,3.4,2.5,14000000
"Eric Gordon","SG","HOU","2016-17","West","Back","No",28,31,0.372,0.468,0.84,0.4,2.3,2.5,0.6,0.5,1.6,2,12385665
"Ersan Ilyasova","PF","ATL","2016-17","Est","Front","No",29,26.1,0.353,0.496,0.778,1.4,4.5,1.7,0.7,0.3,1.4,2.6,8400000
"Evan Fournier","SG","ORL","2016-17","Est","Back","No",24,32.9,0.356,0.491,0.805,0.6,2.4,3,1,0.1,2.1,2.6,17000000
"Evan Turner","SF","POR","2016-17","West","Back","No",28,25.5,0.263,0.47,0.825,0.6,3.2,3.2,0.8,0.4,1.5,1.9,16393443
"Frank Kaminsky","C","CHO","2016-17","Est","Front","No",23,26.1,0.328,0.455,0.756,0.8,3.7,2.2,0.6,0.5,1,1.9,2730000
"Fred VanVleet","PG","TOR","2016-17","Est","Back","No",22,7.9,0.379,0.341,0.818,0.1,1,0.9,0.4,0.1,0.4,1,543471
"Garrett Temple","SG","SAC","2016-17","West","Back","No",30,26.6,0.373,0.476,0.784,0.5,2.3,2.6,1.3,0.4,1.2,2.2,8000000
"Gary Harris","SG","DEN","2016-17","West","Back","No",22,31.3,0.42,0.558,0.776,0.8,2.3,2.9,1.2,0.1,1.3,1.6,1655880
"George Hill","PG","UTA","2016-17","West","Back","No",30,31.5,0.403,0.523,0.801,0.5,2.9,4.2,1,0.2,1.7,2.3,8000000
"Georges Niang","PF","IND","2016-17","Est","Front","No",23,4,0.083,0.333,1,0.1,0.7,0.2,0.1,0,0.2,0.3,650000
"Georgios Papagiannis","C","SAC","2016-17","West","Front","No",19,16.1,0,0.56,0.857,1.1,2.8,0.9,0.1,0.8,1.1,2,2202240
"Gerald Green","SF","BOS","2016-17","Est","Back","No",31,11.4,0.351,0.463,0.805,0.3,1.4,0.7,0.2,0.1,0.5,1,1410598
"Gerald Henderson","SG","PHI","2016-17","Est","Back","No",29,23.2,0.353,0.455,0.806,0.5,2.1,1.6,0.6,0.2,0.9,1.8,9000000
"Giannis Antetokounmpo","SF","MIL","2016-17","Est","Front","Yes",22,35.6,0.272,0.563,0.77,1.8,7,5.4,1.6,1.9,2.9,3.1,2995420
"Glenn Robinson","SF","IND","2016-17","Est","Back","No",23,20.7,0.392,0.512,0.711,0.8,2.7,0.7,0.6,0.3,0.5,0.9,1050500
"Goran Dragic","PG","MIA","2016-17","Est","Back","No",30,33.7,0.405,0.499,0.79,0.8,3,5.8,1.2,0.2,2.9,2.7,15891725
"Gordon Hayward","SF","UTA","2016-17","West","Front","Yes",26,34.5,0.398,0.506,0.844,0.7,4.7,3.5,1,0.3,1.9,1.6,16073140
"Gorgui Dieng","PF","MIN","2016-17","West","Front","No",27,32.4,0.372,0.511,0.814,2.3,5.6,1.9,1.1,1.2,1.3,3.1,2348782
"Greg Monroe","C","MIL","2016-17","Est","Front","No",26,22.5,0,0.536,0.741,2.1,4.5,2.3,1.1,0.5,1.7,2.1,17145838
"Harrison Barnes","PF","DAL","2016-17","West","Front","No",24,35.5,0.351,0.492,0.861,1.2,3.8,1.5,0.8,0.2,1.3,1.6,22116750
"Henry Ellenson","PF","DET","2016-17","Est","Front","No",20,7.7,0.286,0.448,0.5,0.4,1.7,0.4,0.1,0.1,0.7,0.3,1704120
"Ian Clark","SG","GSW","2016-17","West","Back","No",25,14.8,0.374,0.556,0.759,0.3,1.3,1.2,0.5,0.1,0.7,1,1015696
"Iman Shumpert","SG","CLE","2016-17","Est","Back","No",26,25.5,0.36,0.469,0.789,0.5,2.4,1.4,0.8,0.4,1,2,9662922
"Isaiah Canaan","SG","CHI","2016-17","Est","Back","No",25,15.2,0.266,0.481,0.909,0.2,1.1,0.9,0.6,0,0.5,0.9,1015696
"Isaiah Thomas","PG","BOS","2016-17","Est","Back","Yes",27,33.8,0.379,0.528,0.909,0.6,2.1,5.9,0.9,0.2,2.8,2.2,6587131
"Isaiah Whitehead","PG","BRK","2016-17","Est","Back","No",21,22.5,0.295,0.446,0.805,0.4,2.1,2.6,0.6,0.5,1.9,2.4,1074145
"Ivica Zubac","C","LAL","2016-17","West","Front","No",19,16,0,0.536,0.653,1.1,3.1,0.8,0.4,0.9,0.8,1.7,1034865
"Jabari Parker","PF","MIL","2016-17","Est","Front","No",21,33.9,0.365,0.525,0.743,1.5,4.6,2.8,1,0.4,1.8,2.2,5374320
"Jae Crowder","SF","BOS","2016-17","Est","Front","No",26,32.4,0.398,0.54,0.811,0.7,5.1,2.2,1,0.3,1.1,2.2,6286408
"Jake Layman","SF","POR","2016-17","West","Front","No",22,7.1,0.255,0.342,0.765,0.2,0.5,0.3,0.3,0.1,0.3,0.6,600000
"Jamal Crawford","SG","LAC","2016-17","West","Back","No",36,26.3,0.36,0.443,0.857,0.2,1.4,2.6,0.7,0.2,1.6,1.4,13253012
"Jamal Murray","SG","DEN","2016-17","West","Back","No",19,21.5,0.334,0.466,0.883,0.5,2.1,2.1,0.6,0.3,1.4,1.5,3210840
"Jameer Nelson","PG","DEN","2016-17","West","Back","No",34,27.3,0.388,0.489,0.714,0.4,2.2,5.1,0.7,0.1,1.7,2.6,4540525
"James Ennis","SF","MEM","2016-17","West","Front","No",26,23.5,0.372,0.516,0.782,1.1,3,1,0.7,0.3,0.9,2.6,2898000
"James Harden","PG","HOU","2016-17","West","Back","Yes",27,36.4,0.347,0.53,0.847,1.2,7,11.2,1.5,0.5,5.7,2.7,26540100
"James Johnson","PF","MIA","2016-17","Est","Front","No",29,27.4,0.34,0.548,0.707,0.9,4.1,3.6,1,1.1,2.3,2.6,4000000
"James Jones","SF","CLE","2016-17","Est","Front","No",36,7.9,0.47,0.5,0.65,0.1,0.7,0.3,0.1,0.2,0.2,0.8,1551659
"James Michael McAdoo","PF","GSW","2016-17","West","Front","No",24,8.8,0.25,0.55,0.5,0.7,1.1,0.3,0.3,0.6,0.4,0.9,980431
"James Young","SG","BOS","2016-17","Est","Back","No",21,7.6,0.343,0.565,0.667,0.2,0.7,0.1,0.3,0.1,0.1,0.5,1825200
"JaMychal Green","PF","MEM","2016-17","West","Front","No",26,27.3,0.379,0.549,0.802,2.2,4.9,1.1,0.6,0.4,1.2,3.2,980431
"Jared Dudley","PF","PHO","2016-17","West","Front","No",31,21.3,0.379,0.559,0.662,0.5,3,1.9,0.7,0.3,1.1,2.4,10470000
"Jared Sullinger","PF","TOR","2016-17","Est","Front","No",24,10.7,0.167,0.414,0.5,0.9,1.5,0.3,0.4,0.1,0.4,1.5,5628000
"Jarell Martin","PF","MEM","2016-17","West","Front","No",22,13.3,0.36,0.389,0.8,1,2.9,0.2,0.4,0.2,0.7,2.2,1286160
"Jason Smith","C","WAS","2016-17","Est","Front","No",30,14.4,0.474,0.546,0.686,0.9,2.6,0.5,0.3,0.7,0.8,2.3,5000000
"Jason Terry","SG","MIL","2016-17","Est","Back","No",39,18.4,0.427,0.444,0.828,0.2,1.2,1.3,0.6,0.3,0.5,1.3,1551659
"JaVale McGee","C","GSW","2016-17","West","Front","No",29,9.6,0,0.658,0.505,1.3,1.9,0.2,0.2,0.9,0.5,1.4,1403611
"Jaylen Brown","SF","BOS","2016-17","Est","Front","No",20,17.2,0.341,0.507,0.685,0.6,2.2,0.8,0.4,0.2,0.9,1.8,4743000
"Jeff Green","PF","ORL","2016-17","Est","Front","No",30,22.2,0.275,0.458,0.863,0.6,2.5,1.2,0.5,0.2,1.1,1.5,15000000
"Jeff Teague","PG","IND","2016-17","Est","Back","No",28,32.4,0.357,0.475,0.867,0.4,3.6,7.8,1.2,0.4,2.6,2,8000000
"Jeff Withey","C","UTA","2016-17","West","Front","No",26,8.5,0,0.539,0.75,1,1.4,0.1,0.3,0.6,0.3,1,1015696
"Jerami Grant","PF","OKC","2016-17","West","Front","No",22,19.1,0.371,0.514,0.612,0.5,2.1,0.6,0.4,1,0.6,1.9,980431
"Jeremy Lamb","SG","CHO","2016-17","Est","Back","No",24,18.4,0.281,0.536,0.853,0.5,3.8,1.2,0.4,0.4,0.6,1.6,7000000
"Jeremy Lin","PG","BRK","2016-17","Est","Back","No",28,24.5,0.372,0.48,0.816,0.3,3.4,5.1,1.2,0.4,2.4,2.2,11483254
"Jerian Grant","PG","CHI","2016-17","Est","Back","No",24,16.3,0.366,0.473,0.89,0.3,1.5,1.9,0.7,0.1,0.7,1.5,1643040
"Jimmy Butler","SF","CHI","2016-17","Est","Front","Yes",27,37,0.367,0.477,0.865,1.7,4.5,5.5,1.9,0.4,2.1,1.5,17552209
"Joakim Noah","C","NYK","2016-17","Est","Front","No",31,22.1,0,0.493,0.436,3.5,5.2,2.2,0.7,0.8,1.3,2.8,17000000
"Jodie Meeks","SG","ORL","2016-17","Est","Back","No",29,20.5,0.409,0.395,0.878,0.1,2,1.3,0.9,0.1,1,1.1,6540000
"Joe Harris","SG","BRK","2016-17","Est","Back","No",25,21.9,0.385,0.489,0.714,0.3,2.5,1,0.6,0.2,1.1,2.3,980431
"Joe Ingles","SF","UTA","2016-17","West","Front","No",29,24,0.441,0.471,0.735,0.3,2.9,2.7,1.2,0.1,1.3,2,2100000
"Joe Johnson","SF","UTA","2016-17","West","Front","No",35,23.6,0.411,0.454,0.818,0.4,2.7,1.8,0.5,0.2,0.9,1.2,11000000
"Joel Bolomboy","PF","UTA","2016-17","West","Front","No",23,4.4,0.25,0.667,0.5,0.3,1.1,0.2,0.1,0.2,0.2,0.1,600000
"Joel Embiid","C","PHI","2016-17","Est","Front","No",22,25.4,0.367,0.495,0.783,2,5.9,2.1,0.9,2.5,3.8,3.6,4826160
"Joffrey Lauvergne","PF","CHI","2016-17","West","Front","No",25,14,0.337,0.483,0.63,1,2.6,1,0.4,0.1,0.8,1.2,1709719
"John Henson","C","MIL","2016-17","Est","Front","No",26,19.4,0,0.516,0.692,1.6,3.5,1,0.5,1.3,0.9,2.6,12267606
"John Wall","PG","WAS","2016-17","Est","Back","Yes",26,36.4,0.327,0.48,0.801,0.8,3.4,10.7,2,0.6,4.1,1.9,15756438
"Jon Leuer","PF","DET","2016-17","Est","Front","No",27,25.9,0.293,0.545,0.867,1.4,4,1.5,0.4,0.3,0.9,1.9,10991957
"Jonas Jerebko","PF","BOS","2016-17","Est","Front","No",29,15.8,0.346,0.523,0.703,0.8,2.7,0.9,0.3,0.2,0.5,1.6,5000000
"Jonas Valanciunas","C","TOR","2016-17","Est","Front","No",24,25.8,0.5,0.557,0.811,2.8,6.7,0.7,0.5,0.8,1.3,2.7,14382023
"Jonathon Simmons","SG","SAS","2016-17","West","Back","No",27,17.8,0.294,0.461,0.75,0.3,1.8,1.6,0.6,0.3,1,1.9,874636
"Jordan Clarkson","SG","LAL","2016-17","West","Back","No",24,29.2,0.329,0.503,0.798,0.6,2.4,2.6,1.1,0.1,2,1.8,12500000
"Jordan McRae","SG","CLE","2016-17","Est","Back","No",25,10.4,0.353,0.404,0.794,0.2,0.9,0.5,0.2,0.2,0.4,0.8,874636
"Jordan Mickey","PF","BOS","2016-17","Est","Front","No",22,5.6,0,0.455,0.571,0.5,0.8,0.3,0.1,0.2,0.4,0.5,1223653
"José Calderón","PG","ATL","2016-17","West","Back","No",35,13.1,0.313,0.5,0.917,0.4,1.4,2.1,0.3,0,1,0.9,7708427
"Josh McRoberts","PF","MIA","2016-17","Est","Front","No",29,17.3,0.419,0.356,0.667,1,2.3,2.3,0.5,0.2,1,1.4,5782450
"Josh Richardson","SG","MIA","2016-17","Est","Back","No",23,30.5,0.33,0.444,0.779,0.7,2.5,2.6,1.1,0.7,1.2,2.5,874636
"Jrue Holiday","PG","NOP","2016-17","West","Back","No",26,32.7,0.356,0.498,0.708,0.7,3.3,7.3,1.5,0.7,2.9,2,11000000
"Juan Hernangómez","PF","DEN","2016-17","West","Front","No",21,13.6,0.407,0.495,0.75,0.7,2.3,0.5,0.5,0.2,0.5,1,1987440
"Julius Randle","PF","LAL","2016-17","West","Front","No",22,28.8,0.27,0.507,0.723,2,6.6,3.6,0.7,0.5,2.3,3.4,3267120
